xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
6.5	7.5	7 24	segments	7	segments	24	546
7.5	8.5	8 24	segments	8	segments	24	570
8.5	9.5	9 24	segments	9	segments	24	594
9.5	10.5	10 24	segments	10	segments	24	41
10.5	11.5	11 24	segments	11	segments	24	65
11.5	12.5	12 24	segments	12	segments	24	89
12.5	13.5	13 24	segments	13	segments	24	113
13.5	14.5	14 24	segments	14	segments	24	137
14.5	15.5	15 24	segments	15	segments	24	161
15.5	16.5	16 24	segments	16	segments	24	185
16.5	17.5	17 24	segments	17	segments	24	209
17.5	18.5	18 24	segments	18	segments	24	233
18.5	19.5	19 24	segments	19	segments	24	257
19.5	20.5	20 24	segments	20	segments	24	305
20.5	21.5	21 24	segments	21	segments	24	329
21.5	22.5	22 24	segments	22	segments	24	353
22.5	23.5	23 24	segments	23	segments	24	377
23.5	24.5	1	segments	24	segments	24	1
24.5	25.5	25 24	segments	25	segments	24	426
0.5	1.5	1 25	segments	1	segments	25	18
1.5	2.5	2 25	segments	2	segments	25	282
2.5	3.5	3 25	segments	3	segments	25	451
3.5	4.5	4 25	segments	4	segments	25	475
4.5	5.5	5 25	segments	5	segments	25	499
5.5	6.5	6 25	segments	6	segments	25	523
6.5	7.5	7 25	segments	7	segments	25	547
7.5	8.5	8 25	segments	8	segments	25	571
8.5	9.5	9 25	segments	9	segments	25	595
9.5	10.5	10 25	segments	10	segments	25	42
10.5	11.5	11 25	segments	11	segments	25	66
11.5	12.5	12 25	segments	12	segments	25	90
12.5	13.5	13 25	segments	13	segments	25	114
13.5	14.5	14 25	segments	14	segments	25	138
14.5	15.5	15 25	segments	15	segments	25	162
15.5	16.5	16 25	segments	16	segments	25	186
16.5	17.5	17 25	segments	17	segments	25	210
17.5	18.5	18 25	segments	18	segments	25	234
18.5	19.5	19 25	segments	19	segments	25	258
19.5	20.5	20 25	segments	20	segments	25	306
20.5	21.5	21 25	segments	21	segments	25	330
21.5	22.5	22 25	segments	22	segments	25	354
22.5	23.5	23 25	segments	23	segments	25	378
23.5	24.5	24 25	segments	24	segments	25	402
24.5	25.5	1	segments	25	segments	25	1
